"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
68096.6,42093.7,57.9837,34.2631,250.57,1.43023
61158.6,42309,34.1653,7.45909,183.006,1.43607
59214.1,40500.1,45.7632,23.5672,178.424,1.43713
66809.1,35931,31.939,0.52806,157.481,1.44536
55618.9,27316.2,49.5431,30.4996,165.737,1.44602
68103,38181,21.5849,8.18523,229.216,1.45151
98648.6,53817.6,37.1164,49.516,300.384,1.45645
59999.9,30389.8,10.1965,10.0996,144.034,1.46067
85736.2,56881.9,61.6647,17.8235,253.049,1.46247
117676,62835.6,53.2713,-4.6596,255.951,1.46689
88273.1,58123.5,23.7074,27.0663,301.508,1.46809
99677.6,67340,50.0091,32.8765,288.495,1.46966
107662,57810.8,45.0383,34.6592,225.733,1.47134
55958.2,29426.3,41.7245,17.4934,129.334,1.47412
111686,62588.4,63.5041,22.1147,346.813,1.47603
116099,64018,55.2389,-2.05022,346.115,1.47677
96532.8,60236.8,26.71,7.32707,265.428,1.47855
45732.1,30194,38.4626,11.6179,143.386,1.47875
61607.7,26482.8,32.405,28.849,139.642,1.48248
102738,76569.1,82.9789,58.1665,374.175,1.48578
63673.7,41334.3,77.9393,34.7252,192.231,1.4891
94901.3,68488.2,20.7048,39.3472,252.27,1.49033
88451.8,43520.5,38.5662,-22.2418,261.61,1.496
67943.9,63836.3,47.0059,4.81864,229.287,1.49904
107606,55567.6,50.268,18.4836,255.173,1.51041
129446,59873.8,45.5043,26.9343,314.425,1.51621
72414.6,39595.7,51.2,19.0778,151.875,1.51652
112944,68485.8,26.8136,43.7052,261.398,1.51659
35880.8,29611.9,37.9448,9.30744,103.169,1.51748
90228.1,70504.8,49.8538,17.8895,289.48,1.51993
75401.3,32891.7,3.51946,0.330037,172.334,1.52263
76708.5,52368,28.8844,27.6606,237.879,1.52519
73490.3,42294.7,52.8052,11.0898,266.982,1.52607
66885.1,65129.5,32.3532,-1.49107,267.759,1.5269
59355,47172.3,54.4622,22.0487,225.733,1.52835
74147.5,33707.1,28.6773,38.819,183.721,1.5307
52355.2,51887.2,70.3956,31.556,248.587,1.5329
71139.6,47482,82.4192,30.0374,209.074,1.53449
68561,41212,36.754,17.4934,231.631,1.53456
34040.5,33593.1,28.2114,23.105,88.0172,1.53687
71245.3,31570.7,37.0647,3.96051,123.127,1.5369
62707.5,34247.7,2.84661,29.1791,135.391,1.54019
88842.7,47922.2,86.5898,70.912,237.808,1.54356
50737.7,66025.3,92.2296,83.9218,698.088,1.55211
48798,31549.6,8.74718,41.064,184.866,1.55561
66606,38911.6,35.4079,2.64032,158.558,1.55605
63475.9,30185.7,86.2339,40.9319,182.648,1.56052
62964.3,34138.7,8.54014,7.85517,140.866,1.56198
66012.8,30592.6,55.0836,26.208,151.659,1.56768
100308,49109,29.4022,20.3322,264.438,1.57114
89460.6,48778.7,49.6984,14.1925,220.967,1.57273
81606.7,47921.5,40.7925,34.5932,244.051,1.57745
83692.1,75165.8,69.3242,43.1109,328.296,1.57805
82065,81354.6,80.9942,19.4739,423.028,1.58231
86814.2,48274.7,70.3956,29.1131,293.351,1.58691
85151.1,57407.9,26.8654,32.8105,266.346,1.58766
64801.5,41654.9,29.8163,21.2565,230.921,1.58982
